generation_index,source_sample_id,source_image_path,source_label_path,source_image_sha256,source_label_sha256,source_split,is_negative,anchor_class,class_ids,prompt,seed,width,height,num_inference_steps,guidance_scale,scheduler,base_output_filename,rgda_output_filename,rgda_checkpoint_sha256
58,formal_train_0150,,,ff42a51e5518265a228ccf60667ef5c766a08db1be9ce70b2b67bf90821fed7a,dea4cd4c538657365d8e9accd75ea7874a64f068b84f35ad96fa6846572beccc,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600058,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0058_formal_train_0150.png,sd3rgda_0058_formal_train_0150.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
59,formal_train_0151,,,7863fa24d0894ee3a15ee3ec25154fe33b8b7a2cc2b92233b31a19789a88c737,e15ca6b1b60b0ebf217e86d9814d9d932493c94cf883ae05bd451d71bb2921fe,train,false,D00,,a Czech road surface with longitudinal crack damage,202600059,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0059_formal_train_0151.png,sd3rgda_0059_formal_train_0151.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
60,formal_train_0152,,,aa359b12fed343e627a2de3cf52299bc242da70f7a3d627c3b202c635f5a7137,35464fe1d8dd37050ce3f6af8da438375acf549a76098a818310c7d943c8c683,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600060,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0060_formal_train_0152.png,sd3rgda_0060_formal_train_0152.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
61,formal_train_0154,,,a9fbb79ed64fb9a15f1221351cdcc6992cabd3289dd85fb273b56c6434e6a95d,9a6b960e4657ac25e45bc107b02e401c0fea4a12ae8d7064073754760ae17f6b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600061,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0061_formal_train_0154.png,sd3rgda_0061_formal_train_0154.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
62,formal_train_0159,,,7badceaaa408378177d2cdefdbee5b0908502b7f6faf97e5fe1956cc0af6944a,6cafb0e0edda965ca216f984ec8f77d74bfc02944d030edc5eb1b0b5e11a1684,train,false,D10,,a Czech road surface with transverse crack damage,202600062,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0062_formal_train_0159.png,sd3rgda_0062_formal_train_0159.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
63,formal_train_0160,,,e4948256db6226fe5cfa71ab0598ee4b1a215e1cee971c0acacd7580914e0511,eaec1ef545868b3ca8b424aed994a45e16b9abbbe742c09aba9674a39e15ef7b,train,false,D00,,a Czech road surface with longitudinal crack damage,202600063,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0063_formal_train_0160.png,sd3rgda_0063_formal_train_0160.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
64,formal_train_0162,,,aa9a158e456a7203be295648c3103ca8d14d6d27a14d9b238e38542cf9874600,b11a4b74c9c33352a72102aa957a9b6f3839a5ef1dc964cfcfb67ed0f702cb68,train,false,D40,,a Czech road surface with pothole damage,202600064,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0064_formal_train_0162.png,sd3rgda_0064_formal_train_0162.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
65,formal_train_0163,,,9e2dca92069316c3e34270f8d2f6bbed8e0ef7a054231742358f5af25aba56ca,8dbcf5da0bd181631e294cb0a8f2b3557ad57d4cf8b1b0866e73745f2157fcb9,train,false,D00,,a Czech road surface with longitudinal crack damage,202600065,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0065_formal_train_0163.png,sd3rgda_0065_formal_train_0163.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
66,formal_train_0164,,,b07da3d759462aa7138245e5b6d01a5152794fbdc9b2037730243fd775c08cfa,0827196e147da8ccc6495a8b95b0f41a603a4a982d54e752d92ab632d646cac6,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600066,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0066_formal_train_0164.png,sd3rgda_0066_formal_train_0164.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
67,formal_train_0165,,,7ce8c3b517c3d3bef04a04b360c7b0ed78f0f8b307df5427b7305d9a00aaabbc,05a4596023c6842d29058912ac5aa4dd9f8a551906dd8ee0a60d72d1d85683ae,train,false,D00,,a Czech road surface with longitudinal crack damage,202600067,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0067_formal_train_0165.png,sd3rgda_0067_formal_train_0165.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
68,formal_train_0170,,,81ddd0170eef0a13da9e904bf4cd4cc3437a2d5b6f6020428df8edd50121ec3d,d092cac3036bc52d32e968df08dc1a23b04a3b616f58d74027c81594e7d59f80,train,false,D10,,a Czech road surface with transverse crack and pothole damage,202600068,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0068_formal_train_0170.png,sd3rgda_0068_formal_train_0170.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
69,formal_train_0171,,,ae685ab1ec7f9de56816fadf6bf391e7e37f28ba3488dbb7d08b47d3260af0cb,43fcdbac939fe8557ff880792e6bd13960b593c80e2c3297df24a438fb302471,train,false,D00,,a Czech road surface with longitudinal crack damage,202600069,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0069_formal_train_0171.png,sd3rgda_0069_formal_train_0171.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
70,formal_train_0181,,,732a7362cdb125de1f725cf4ef770f50719a9ce5197141c07c4d6c2ed8fd66a5,6be34dacd8e8605eb20af53294168b9780d5ebb524d0a0ac91cce46af6fb8047,train,false,D00,,a Czech road surface with longitudinal crack damage,202600070,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0070_formal_train_0181.png,sd3rgda_0070_formal_train_0181.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
71,formal_train_0185,,,4ba1445236a1171ffcb3dfdcdef4c2da34af812fa50423d11bc99ff13a26999d,3ca8f12738b709d59f3ba911ed55c31f938923c680f1a63083bc1d6ba016d214,train,false,D10,,a Czech road surface with transverse crack damage,202600071,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0071_formal_train_0185.png,sd3rgda_0071_formal_train_0185.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
72,formal_train_0188,,,841e20b1fcd8aa99572a0899be7e7435c1e517d63361cbd983b4600cdc4f9f38,9d7714ffaa27f4da557a4eefacd61f9a2c664b980187eef60e58af93b2d636c7,train,false,D00,,a Czech road surface with longitudinal crack damage,202600072,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0072_formal_train_0188.png,sd3rgda_0072_formal_train_0188.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
73,formal_train_0189,,,3fd8da298fc71729d2c7f737a3a302d55169f6557408590ed8493857b063ff6c,5f95b7890f0579536a0d7d5f1adff3e5062f7917ff7fb7155871ae273085a302,train,false,D10,,a Czech road surface with transverse crack damage,202600073,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0073_formal_train_0189.png,sd3rgda_0073_formal_train_0189.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
74,formal_train_0190,,,de6b0b3b1f18d2cdd21da0e50d8ca33bf26bd00afcd928439cbf9ed4ef34cbc0,c86fd7ea191cc9824ea3d4f37807948ccda78119c77d5ab233a1ca4bf90de7bb,train,false,D40,,a Czech road surface with pothole damage,202600074,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0074_formal_train_0190.png,sd3rgda_0074_formal_train_0190.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
75,formal_train_0193,,,ace7197d9d49d4477161e190436afcfc8be95e6dc747202689fa42be615e8d60,ba357ffb55d39c71be3bd8519c0002d43515e8f9cc651473ee63613a046083dd,train,false,D20,,a Czech road surface with alligator crack damage,202600075,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0075_formal_train_0193.png,sd3rgda_0075_formal_train_0193.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
76,formal_train_0199,,,503996578d4f5238cd135e3713f83ef6eec9b6927145c8ee59f8ac9f13fc5833,13a59e0d96fd1aa8c2e6bd32324ef3d4549538e53309700feabae78f85381be1,train,false,D00,,a Czech road surface with longitudinal crack damage,202600076,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0076_formal_train_0199.png,sd3rgda_0076_formal_train_0199.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
77,formal_train_0203,,,f32accc17a056023185791ec73ac869ff325241da18559c1bfac59e2fda38e0d,c6ec145ba9d4697de15ea585a1011989a8e2e66460f90dfb06bdf4f3da4c2541,train,false,D00,,a Czech road surface with longitudinal crack damage,202600077,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0077_formal_train_0203.png,sd3rgda_0077_formal_train_0203.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
78,formal_train_0207,,,3623a204e9404acef3675a9e98c800fdeec7bff79d2a8def5bcb390fb961539f,a834d52f61ad81fa21eef353edc7981b3e20ca1b58e851ca59bcf6d187e48a0e,train,false,D00,,a Czech road surface with longitudinal crack damage,202600078,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0078_formal_train_0207.png,sd3rgda_0078_formal_train_0207.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
79,formal_train_0208,,,23b3ef24c5f3a8d6d8c7c7dd8cae17bd2a9e271927d66f0af73bcef70370fd8c,91442f4256bc7279370c57fa78d7e1e436f7d6becf2e729083b2d75a3960bcda,train,false,D00,,a Czech road surface with longitudinal crack damage,202600079,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0079_formal_train_0208.png,sd3rgda_0079_formal_train_0208.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
80,formal_train_0214,,,5d2273097dd406906d1276475414c674295402f430dc9d8ec162ff8868b2a51b,05514fa5689d1a72eada0fa3aa4de6a090f896ba3fb6d5998938f888c956aae8,train,false,D00,,a Czech road surface with longitudinal crack damage,202600080,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0080_formal_train_0214.png,sd3rgda_0080_formal_train_0214.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
81,formal_train_0215,,,b97ff4a7a2dae9ec6e157610ff42f1726b65d6cd6b07625776d0ca3e2729ee0c,f0cbf58cd0b7ed9d71f13b908ca808d249f85276abd74b30fdb57949e80e6b0d,train,false,D40,,a Czech road surface with pothole damage,202600081,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0081_formal_train_0215.png,sd3rgda_0081_formal_train_0215.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
82,formal_train_0216,,,550620771864b30636bb5607810acd81409d584f75167d1f9cafd937ac1a241c,7de58cc6d3e6595f485c1483b6d196adff6f723642d27378590b778756546cd3,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600082,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0082_formal_train_0216.png,sd3rgda_0082_formal_train_0216.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
83,formal_train_0218,,,9a5afe15cf7b1d82c4b3df8c3d379a0e7ea4c7e87e993e8ac8407c26a7a31207,c0a8ea8729ffafd3c26d2cee1962fd5fdc3713ea65fb3ecb3dc81d63ae930eee,train,false,D00,,a Czech road surface with longitudinal crack damage,202600083,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0083_formal_train_0218.png,sd3rgda_0083_formal_train_0218.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
84,formal_train_0219,,,9025a12d5a75bf37f5ea2e5cd05ce909a08f41e5132418a1a63e56cfb70c8cae,7780eebeaa90e3ac3602f44777f6b0cd339c5573a39e932cd6fbddad6ac732ea,train,false,D10,,a Czech road surface with transverse crack damage,202600084,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0084_formal_train_0219.png,sd3rgda_0084_formal_train_0219.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
85,formal_train_0220,,,a72d9b33671f6042938f24623477583e9bc5e784e375cf3c1fd0501a50cc106a,14fea5b8d669124ada5bc55fc2308b65fc90737b06d0afe079a1c032d3a057d6,train,false,D20,,a Czech road surface with alligator crack damage,202600085,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0085_formal_train_0220.png,sd3rgda_0085_formal_train_0220.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
86,formal_train_0222,,,a0edbd77fdd5004ff67be824de0bc57046f22ec5b6873549d321a856cbc0974f,f0ddf1ab533c71d6e629aacb39687c6a01d6018f643eeaa51cb88a5fed6d8d79,train,false,D20,,a Czech road surface with alligator crack and pothole damage,202600086,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0086_formal_train_0222.png,sd3rgda_0086_formal_train_0222.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
87,formal_train_0226,,,d1f6e24cfeba97ed121cf22f4601dfa97d44ddebcc1b708100854a5bc98704a2,3fb2dcf019fdc7b3c48ff98e98fde64ac46c4bcd582f82df73f87e9d2ee13a84,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600087,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0087_formal_train_0226.png,sd3rgda_0087_formal_train_0226.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
88,formal_train_0227,,,afe9e0dcb72cb9f94b77b7b5f44090c58c3e69432eac3eeebf5dc190d4180827,8d14741ef4acf1dc3e28a98b459a11fbb8b9091aeed985d9e4095c34d5cff7e6,train,false,D00,,a Czech road surface with longitudinal crack damage,202600088,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0088_formal_train_0227.png,sd3rgda_0088_formal_train_0227.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
89,formal_train_0231,,,1ae09ab999ab3bb665eab83d83300c237147b79ac3bd8f0c9a1cbd1a41e01142,039fbea21979f737ab4cccf681c39f3c1363323b9f6e5e47c4d1ebf90a516005,train,false,D00,,a Czech road surface with longitudinal crack damage,202600089,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0089_formal_train_0231.png,sd3rgda_0089_formal_train_0231.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
90,formal_train_0232,,,67d5d5d9fb5b36327a406ccfea993ccf339076fed4980c833f136b699254370e,fb79a2ca9cbc459bf899107a67a49f79bd6e17d0af1e93785ec8ddaa259b9c5d,train,false,D10,,a Czech road surface with transverse crack damage,202600090,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0090_formal_train_0232.png,sd3rgda_0090_formal_train_0232.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
91,formal_train_0238,,,ee4c22a2fda6a708f5f9aef42c1dd95b82e53f352d6ab7b8df14404f19e75b86,17caa52f937e8be4226a5ed82e21372f3c81a009c37588a220f3ba5ce91495dc,train,false,D00,,a Czech road surface with longitudinal crack damage,202600091,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0091_formal_train_0238.png,sd3rgda_0091_formal_train_0238.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
92,formal_train_0239,,,c7ebd6d694925344880dd8d746aa9ea5f5f1433984e2af5fb73d70047e3a80ce,35a9c9d3fa97116ab19847f7686b2cece7bf5ed8cce16cca00b69c5016ee0c22,train,false,D00,,a Czech road surface with longitudinal crack damage,202600092,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0092_formal_train_0239.png,sd3rgda_0092_formal_train_0239.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
93,formal_train_0243,,,a49467e8f7b2fc74ed0780f7a2ee4fe741f3d78f99e8d8aace4fa5baf7465244,31d895d7c4226bdaa2133db94fbd70f8fb8805ee342d28a0df466b75e2819236,train,false,D00,,a Czech road surface with longitudinal crack damage,202600093,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0093_formal_train_0243.png,sd3rgda_0093_formal_train_0243.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
94,formal_train_0244,,,0812eb365851c054d8981943b2b32fd96b2a8d158ebe2a312b1476cf1f7d66fa,c5bac81c951e22558356e880c8d50b55069625b413f82f05a990aea8f1a09eda,train,false,D00,,a Czech road surface with longitudinal crack and pothole damage,202600094,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0094_formal_train_0244.png,sd3rgda_0094_formal_train_0244.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
95,formal_train_0245,,,9666c7fb7e909f7d10251ee8b9f84d7d026e7c9a987a47d9dd6b7faebacadf7b,6b7f5149614f4a26bc913608d0fe3a695592a9e776952afca04a4c60fcd87a35,train,false,D10,,a Czech road surface with transverse crack damage,202600095,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0095_formal_train_0245.png,sd3rgda_0095_formal_train_0245.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
96,formal_train_0247,,,ac70fbc1cefc63643602cf82309f1063ac82cc601d01d692f12a1d9a7a672002,8714efb62d842bf3099083d9a83b5ea9cf68c0a4b551bf56584e03f0047ea0ce,train,false,D00,,a Czech road surface with longitudinal crack damage,202600096,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0096_formal_train_0247.png,sd3rgda_0096_formal_train_0247.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
97,formal_train_0250,,,a3c9f16d4a01a30b95264d9abaaffa445085ab8f6f4e2b1ca37471387e0901f0,fc3321525af4076aaa9b01f1604d2d49f2768c94387786b68d0b9c820c0dcee0,train,false,D00,,a Czech road surface with longitudinal crack damage,202600097,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0097_formal_train_0250.png,sd3rgda_0097_formal_train_0250.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
98,formal_train_0251,,,299a7ea28c4318d79c891579f85d0e8d6433fa2fd4d6b5131e79878c793faa94,26c79a76f0883660be74a969a6abc8c750de491f250e5956f19b5844b237ed9c,train,false,D00,,a Czech road surface with longitudinal crack damage,202600098,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0098_formal_train_0251.png,sd3rgda_0098_formal_train_0251.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
99,formal_train_0254,,,ca200437e475aeb8c68b5f10189b3bb2303900ade346963f3bb4657b2815e6b4,ceb3582f70c94ee9c1f79e62ea2d20a4101936e4f183a659e0d97bfe9b3a4f89,train,false,D00,,a Czech road surface with longitudinal crack damage,202600099,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0099_formal_train_0254.png,sd3rgda_0099_formal_train_0254.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
100,formal_train_0255,,,e67b6350cdd1d47d7e6c489d52808f1773ee8147383dc907f60136b725beadf5,372301ec7ebece13bd44519e36d0bfdd09fa0be1f03f44f412e4047a84a6a777,train,false,D10,,a Czech road surface with transverse crack damage,202600100,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0100_formal_train_0255.png,sd3rgda_0100_formal_train_0255.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
101,formal_train_0256,,,64852be006c467281bdcdcace0117fca06caab516e1967604c3650d7c9490c90,e0482d2abe26d5f439670bbffff0bb9dd441bdc03af7b79ddc99094d840c5074,train,false,D00,,a Czech road surface with longitudinal crack and transverse crack damage,202600101,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0101_formal_train_0256.png,sd3rgda_0101_formal_train_0256.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
102,formal_train_0258,,,8e7250a72f200ba8e95f57407964c15e0664ee55c54aa9dcbdc5575562a3f60d,3952e07c3c890b5ad004d750032ec0918e2a6d20aefa9ed92afd6bfa72093357,train,false,D00,,a Czech road surface with longitudinal crack damage,202600102,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0102_formal_train_0258.png,sd3rgda_0102_formal_train_0258.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
103,formal_train_0262,,,bc39d963d7e6e84e399c16eea8dd648b3ac716877607da993ed0136e507ad7ee,a40844dba58c7a07f36f841e25740909ddce8d6180764a7d9c9dfbe1d46dcdc9,train,false,D00,,a Czech road surface with longitudinal crack damage,202600103,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0103_formal_train_0262.png,sd3rgda_0103_formal_train_0262.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
104,formal_train_0265,,,2e742d76612eb4350e234d768ea3d43245a45e942b7c1c34203e16c592d60705,c3da74e21004321ea898fdf68b372df7621992d74b5f6e6af6d692d65f29f95c,train,false,D10,,a Czech road surface with transverse crack damage,202600104,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0104_formal_train_0265.png,sd3rgda_0104_formal_train_0265.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
105,formal_train_0274,,,e2ff367dca7e84082da77de8c1bfd9d8e2b8423c85032e0a8229f4b2bc967015,ee66437f1076e0b3bde4525e5d74c80e6a41664edab4360b11c94e1fdc54d94f,train,false,D00,,a Czech road surface with longitudinal crack damage,202600105,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0105_formal_train_0274.png,sd3rgda_0105_formal_train_0274.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
106,formal_train_0275,,,6ff8d7d3d7e4b0c42100461568d2e8e4a78b3eaf7ba27a427a7b76f92f41d59e,6d2e4fc5f39d342c90b52988555c011bfd60f35e3c6550b3915208f4564fc40d,train,false,D20,,a Czech road surface with alligator crack and pothole damage,202600106,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0106_formal_train_0275.png,sd3rgda_0106_formal_train_0275.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
107,formal_train_0276,,,a00e020b7ed39bc3d473f580edeba298c228462f3ec737d97ccd4af61e346520,cf9e197d19b1ccbf2c42e032aff862c8eb0576a3cb6288a2b337bc5413b166cc,train,false,D00,,a Czech road surface with longitudinal crack damage,202600107,512,512,28,4.5,FlowMatchEulerDiscreteScheduler,sd3base_0107_formal_train_0276.png,sd3rgda_0107_formal_train_0276.png,dca7d04a8b90b317724bd3572b21b91304f9c98fa36014208cc695df34489bc2
